id,label,Elevation,Aspect
1,R1,3015,243
2,R2,3129,49
3,R3,2842,358
4,R4,3130,81
5,R5,3288,198
6,R6,2344,351
7,R7,3116,95
8,R8,2748,50
9,R9,3280,107
10,R10,3159,326
11,R11,2669,47
12,R12,3081,191
13,R13,3379,333
14,R14,3393,353
15,R15,3136,8
16,R16,3214,266
17,R17,3031,7
18,R18,3190,163
19,R19,3299,45
20,R20,2372,125
21,R21,2892,126
22,R22,2968,340
23,R23,2993,12
24,R24,2750,86
25,R25,3434,134
26,R26,3149,85
27,R27,2938,171
28,R28,3167,136
29,R29,3247,342
30,R30,2762,183
31,R31,3266,48
32,R32,2688,56
33,R33,3109,117
34,R34,3321,95
35,R35,2856,28
36,R36,3355,201
37,R37,3108,175
38,R38,2183,303
39,R39,2568,70
40,R40,3159,302
41,R41,3197,329
42,R42,2686,328
43,R43,3072,259
44,R44,2627,28
45,R45,3093,255
46,R46,2808,37
47,R47,2963,107
48,R48,3314,42
49,R49,2590,2
50,R50,2386,136
51,R51,3208,258
52,R52,3229,50
53,R53,3218,315
54,R54,2085,99
55,R55,3004,180
56,R56,3318,285
57,R57,2491,100
58,R58,2942,16
59,R59,2721,323
60,R60,3116,158
61,R61,3343,104
62,R62,3116,148
63,R63,3053,35
64,R64,2704,167
65,R65,2940,155
66,R66,3088,134
67,R67,3159,339
68,R68,3371,184
69,R69,3396,72
70,R70,2545,17
71,R71,3222,51
72,R72,3254,30
73,R73,3066,129
74,R74,2997,83
75,R75,2818,72
76,R76,2453,69
77,R77,3073,98
78,R78,3160,38
79,R79,3271,312
80,R80,3126,283
81,R81,3410,336
82,R82,2951,79
83,R83,2883,33
84,R84,3837,12
85,R85,3234,91
86,R86,3170,152
87,R87,3135,60
88,R88,2926,298
89,R89,2893,186
90,R90,3026,217
91,R91,2908,195
92,R92,3264,179
93,R93,3064,301
94,R94,2916,198
95,R95,2754,77
96,R96,2954,333
97,R97,3149,155
98,R98,3194,33
99,R99,2518,152
100,R100,2802,279
101,R101,3024,11
102,R102,2989,68
103,R103,3096,110
104,R104,3259,125
105,R105,2855,147
106,R106,3209,275
107,R107,3383,13
108,R108,3010,334
109,R109,2982,69
110,R110,2902,308
111,R111,3234,267
112,R112,3090,328
113,R113,3236,241
114,R114,3281,54
115,R115,2995,149
116,R116,3005,31
117,R117,3201,337
118,R118,2401,317
119,R119,3074,149
120,R120,2790,67
121,R121,2380,253
122,R122,2812,333
123,R123,3189,354
124,R124,3038,273
125,R125,2962,242
126,R126,2784,162
127,R127,3187,150
128,R128,3124,81
129,R129,3141,212
130,R130,2333,326
131,R131,2977,8
132,R132,2684,93
133,R133,2824,62
134,R134,3128,49
135,R135,2740,18
136,R136,2972,80
137,R137,3119,109
138,R138,2869,314
139,R139,3178,302
140,R140,3292,106
141,R141,2939,303
142,R142,2990,343
143,R143,2998,51
144,R144,3148,44
145,R145,2787,309
146,R146,3344,340
147,R147,2194,123
148,R148,3298,177
149,R149,2893,73
150,R150,3059,203
151,R151,2945,64
152,R152,3129,99
153,R153,2165,330
154,R154,2895,141
155,R155,2913,111
156,R156,2818,216
157,R157,3078,72
158,R158,3441,237
159,R159,3025,289
160,R160,3097,98
161,R161,3036,230
162,R162,3221,61
163,R163,2693,103
164,R164,2892,105
165,R165,3021,339
166,R166,3089,12
167,R167,2798,293
168,R168,3088,288
169,R169,3123,246
170,R170,3090,60
171,R171,2985,189
172,R172,3082,47
173,R173,3052,233
174,R174,2484,66
175,R175,3268,234
176,R176,2694,113
177,R177,3181,93
178,R178,3102,1
179,R179,3196,261
180,R180,3198,313
181,R181,3159,343
182,R182,3069,99
183,R183,3360,62
184,R184,3060,96
185,R185,3047,315
186,R186,3174,321
187,R187,2992,18
188,R188,3153,183
189,R189,3019,268
190,R190,2744,327
191,R191,3045,313
192,R192,3583,42
193,R193,3181,286
194,R194,2978,346
195,R195,3140,265
196,R196,3289,120
197,R197,2844,205
198,R198,2940,64
199,R199,3193,160
200,R200,3247,105
201,R201,2841,300
202,R202,2909,75
203,R203,3011,132
204,R204,3362,197
205,R205,2777,177
206,R206,2674,62
207,R207,2974,3
208,R208,2882,283
209,R209,2722,39
210,R210,3106,240
211,R211,3135,288
212,R212,3144,325
213,R213,3124,103
214,R214,3232,83
215,R215,3003,215
216,R216,2998,160
217,R217,3203,58
218,R218,2655,350
219,R219,3198,89
220,R220,3201,143
221,R221,3149,171
222,R222,2826,327
223,R223,2765,74
224,R224,2903,353
225,R225,3029,113
226,R226,2817,320
227,R227,3054,45
228,R228,2739,98
229,R229,3018,30
230,R230,2706,227
231,R231,2901,300
232,R232,3277,220
233,R233,3113,276
234,R234,2439,124
235,R235,3126,164
236,R236,3376,164
237,R237,2968,260
238,R238,2666,277
239,R239,2994,18
240,R240,3339,99
241,R241,2274,34
242,R242,3125,124
243,R243,3281,62
244,R244,3070,39
245,R245,3127,213
246,R246,2709,135
247,R247,2823,30
248,R248,3136,100
249,R249,3328,13
250,R250,3041,35
251,R251,2576,127
252,R252,2934,67
253,R253,3098,320
254,R254,2939,337
255,R255,3240,321
256,R256,2812,54
257,R257,2808,107
258,R258,2950,291
259,R259,2066,261
260,R260,3236,139
261,R261,3064,157
262,R262,3025,342
