id,label,Elevation,Aspect
1,R1,3063,48
2,R2,3193,0
3,R3,2351,326
4,R4,3019,75
5,R5,2355,256
6,R6,2717,23
7,R7,3437,51
8,R8,2964,174
9,R9,2951,188
10,R10,3326,107
11,R11,2850,332
12,R12,2761,12
13,R13,3124,99
14,R14,2732,186
15,R15,2933,312
16,R16,3093,69
17,R17,2613,65
18,R18,3204,8
19,R19,3233,263
20,R20,2810,50
21,R21,2556,40
22,R22,2991,14
23,R23,2876,231
24,R24,3275,320
25,R25,2537,174
26,R26,2956,40
27,R27,3003,21
28,R28,3273,322
29,R29,3165,105
30,R30,3067,17
31,R31,3005,280
32,R32,2447,37
33,R33,3391,37
34,R34,2641,168
35,R35,1948,275
36,R36,3634,33
37,R37,3415,339
38,R38,2299,356
39,R39,2975,24
40,R40,2421,256
41,R41,2761,105
42,R42,3009,195
43,R43,2343,305
44,R44,3115,16
45,R45,2343,46
46,R46,2773,230
47,R47,2966,242
48,R48,3118,327
49,R49,3192,2
50,R50,2636,232
51,R51,3012,29
52,R52,2102,85
53,R53,2545,60
54,R54,2614,146
55,R55,2886,86
56,R56,2584,16
57,R57,2951,99
58,R58,3149,127
59,R59,2335,72
60,R60,3162,33
61,R61,2781,211
62,R62,2950,151
63,R63,2706,137
64,R64,2697,259
65,R65,2788,46
66,R66,3077,121
67,R67,3137,67
68,R68,3165,9
69,R69,3224,91
70,R70,2769,115
71,R71,2860,40
72,R72,3083,311
73,R73,3199,164
74,R74,3332,333
75,R75,2755,61
76,R76,2924,337
77,R77,3202,233
78,R78,2925,77
79,R79,2497,333
80,R80,2725,145
81,R81,2923,122
82,R82,2935,90
83,R83,3063,179
84,R84,2112,43
85,R85,3129,160
86,R86,2666,74
87,R87,2502,251
88,R88,3228,110
89,R89,2828,166
90,R90,3134,184
91,R91,3086,163
92,R92,3447,125
93,R93,2664,173
94,R94,3160,326
95,R95,2415,21
96,R96,3043,35
97,R97,2829,121
98,R98,2656,5
99,R99,3214,56
100,R100,3382,284
101,R101,3026,82
102,R102,2975,137
103,R103,3255,342
104,R104,3044,131
105,R105,3348,80
106,R106,2930,97
107,R107,2269,339
108,R108,3060,178
109,R109,3331,162
110,R110,2770,80
111,R111,3393,96
112,R112,3254,259
113,R113,2683,22
114,R114,3024,335
115,R115,3464,63
116,R116,3077,77
117,R117,2785,274
118,R118,3341,196
119,R119,3311,51
120,R120,3260,288
121,R121,3055,29
122,R122,2910,232
123,R123,2703,68
124,R124,2776,165
125,R125,2935,166
126,R126,2242,83
127,R127,3080,59
128,R128,3337,355
129,R129,2594,312
130,R130,3018,62
131,R131,3348,91
132,R132,3152,95
133,R133,2942,267
134,R134,2996,68
135,R135,2886,267
136,R136,3106,358
137,R137,2854,226
138,R138,2865,35
139,R139,2903,276
140,R140,2716,23
141,R141,2668,43
142,R142,3106,4
143,R143,2914,81
144,R144,3288,66
145,R145,2893,232
146,R146,2861,67
147,R147,2775,45
148,R148,3003,14
149,R149,3096,99
150,R150,2936,36
151,R151,3108,296
152,R152,2772,61
153,R153,2959,51
154,R154,2928,316
155,R155,3265,205
156,R156,2965,344
157,R157,2780,210
158,R158,3030,23
159,R159,2737,51
160,R160,3167,133
161,R161,2722,74
162,R162,2657,148
163,R163,3126,348
164,R164,3246,318
165,R165,3187,162
166,R166,3334,22
167,R167,2837,340
168,R168,2712,182
169,R169,2772,204
170,R170,3170,82
171,R171,2922,359
172,R172,3439,288
173,R173,2816,249
174,R174,2779,32
175,R175,3086,191
176,R176,2907,133
177,R177,2994,18
178,R178,3011,263
179,R179,3099,263
180,R180,2300,289
181,R181,3014,36
182,R182,3196,25
183,R183,2439,246
184,R184,2560,33
185,R185,2902,152
186,R186,2128,131
187,R187,3502,33
188,R188,2574,341
189,R189,2968,78
190,R190,3014,279
191,R191,2212,151
192,R192,2653,286
193,R193,2970,8
194,R194,3002,356
195,R195,3205,156
196,R196,2981,272
197,R197,3010,81
198,R198,3000,195
199,R199,3248,145
200,R200,1978,346
201,R201,2731,135
202,R202,2980,132
203,R203,2723,45
204,R204,3043,138
205,R205,3184,15
206,R206,2945,24
207,R207,2858,341
208,R208,2627,342
209,R209,2794,148
210,R210,2946,69
211,R211,2293,277
212,R212,2827,289
213,R213,2590,229
214,R214,2597,93
215,R215,2624,29
216,R216,3147,141
217,R217,3335,35
218,R218,2871,33
219,R219,2720,41
220,R220,2018,38
221,R221,3211,18
222,R222,2953,15
223,R223,3417,68
224,R224,2983,20
225,R225,2716,45
226,R226,3096,33
227,R227,2892,328
228,R228,3283,180
229,R229,3260,299
230,R230,2896,37
231,R231,2754,150
232,R232,2901,15
233,R233,2948,62
234,R234,2815,44
235,R235,2558,320
236,R236,3219,18
237,R237,3155,21
238,R238,3034,273
239,R239,3134,294
240,R240,3151,252
241,R241,2229,286
242,R242,3122,175
243,R243,3007,106
244,R244,2602,72
245,R245,2774,210
246,R246,3044,350
247,R247,2959,100
248,R248,3135,261
249,R249,2916,251
250,R250,3329,358
251,R251,2730,18
252,R252,3174,178
253,R253,2970,83
254,R254,2932,297
255,R255,2950,324
256,R256,2835,56
257,R257,2678,88
258,R258,3204,288
259,R259,3092,300
260,R260,3379,205
261,R261,2203,310
262,R262,2790,77
263,R263,2298,2
264,R264,3049,111
265,R265,2443,106
266,R266,2729,104
267,R267,2667,60
268,R268,2673,37
269,R269,2914,357
270,R270,2793,65
271,R271,2962,84
272,R272,2968,311
273,R273,2972,104
274,R274,3222,69
275,R275,2704,154
276,R276,3029,113
277,R277,2851,110
278,R278,3412,46
279,R279,3197,256
280,R280,3214,125
281,R281,2868,91
282,R282,2731,293
283,R283,3452,284
284,R284,2869,216
285,R285,3352,127
286,R286,3044,90
287,R287,3144,81
288,R288,3026,347
289,R289,2875,29
290,R290,2871,31
291,R291,3307,231
292,R292,3146,63
293,R293,2903,350
294,R294,3188,357
295,R295,2494,46
296,R296,3306,31
297,R297,2803,74
298,R298,2832,147
299,R299,2835,136
300,R300,2651,119
301,R301,3124,273
302,R302,3103,24
303,R303,2937,28
304,R304,2842,315
305,R305,2796,62
306,R306,2495,336
307,R307,3356,164
308,R308,3135,65
309,R309,3208,227
310,R310,3098,64
311,R311,2478,359
312,R312,2754,127
313,R313,2910,60
314,R314,2523,94
315,R315,3131,315
316,R316,3142,347
317,R317,2738,189
318,R318,2717,50
319,R319,3179,32
320,R320,3156,321
321,R321,3136,4
322,R322,2629,77
323,R323,3164,1
324,R324,3046,0
325,R325,2936,0
326,R326,2582,98
327,R327,2799,120
328,R328,3156,270
329,R329,2998,41
330,R330,2657,133
331,R331,3041,328
332,R332,2923,88
333,R333,2966,10
334,R334,3194,310
335,R335,3827,345
336,R336,2949,160
337,R337,2728,63
338,R338,3227,106
339,R339,3242,59
340,R340,3099,214
341,R341,3213,344
342,R342,2975,135
343,R343,3038,51
344,R344,3291,205
345,R345,2962,333
346,R346,2211,276
347,R347,3292,315
348,R348,3284,48
349,R349,3087,38
350,R350,2961,185
351,R351,3148,349
352,R352,3038,160
353,R353,3442,283
354,R354,2925,144
355,R355,2352,27
356,R356,2949,233
357,R357,3204,56
358,R358,2732,305
359,R359,3118,137
360,R360,2818,67
361,R361,3183,109
362,R362,3247,6
363,R363,2529,141
364,R364,3120,316
365,R365,2978,86
366,R366,3189,245
367,R367,2344,220
368,R368,2603,313
369,R369,2986,9
370,R370,2932,63
371,R371,3093,345
372,R372,3237,210
373,R373,2957,46
374,R374,3278,157
375,R375,3262,43
376,R376,2850,193
377,R377,2560,27
378,R378,2798,351
379,R379,3021,168
380,R380,3267,10
381,R381,2931,14
382,R382,3080,195
383,R383,3175,101
384,R384,3202,13
385,R385,2960,124
386,R386,2459,301
387,R387,2741,74
388,R388,3086,83
389,R389,2212,4
390,R390,2549,313
391,R391,2938,47
392,R392,3284,341
393,R393,3306,281
394,R394,2816,107
395,R395,3194,356
396,R396,2762,80
397,R397,2925,9
398,R398,3158,237
399,R399,3295,356
400,R400,2591,18
401,R401,2866,70
402,R402,3182,37
403,R403,3109,200
404,R404,3230,117
405,R405,3198,71
406,R406,2617,52
407,R407,2998,16
408,R408,2752,323
409,R409,3018,90
410,R410,2907,69
411,R411,3049,9
412,R412,3339,26
413,R413,2896,72
414,R414,3071,321
415,R415,3185,112
416,R416,3048,113
417,R417,2786,133
418,R418,3018,90
419,R419,3003,142
420,R420,3019,36
421,R421,2635,143
422,R422,3458,0
423,R423,2548,72
424,R424,2285,277
425,R425,3233,357
426,R426,2555,68
427,R427,3025,47
428,R428,2972,19
429,R429,3194,77
430,R430,3030,63
431,R431,3037,135
432,R432,3273,349
433,R433,2775,261
434,R434,2897,15
435,R435,3417,149
436,R436,2437,83
437,R437,1943,338
438,R438,2782,45
439,R439,2787,18
440,R440,3298,122
441,R441,2009,4
442,R442,3023,125
443,R443,3197,56
444,R444,3357,318
445,R445,2987,149
446,R446,2812,79
447,R447,3207,223
448,R448,3092,274
449,R449,3229,142
450,R450,2381,90
451,R451,3191,343
452,R452,3056,55
453,R453,3013,7
454,R454,2594,161
455,R455,3022,109
456,R456,3280,21
457,R457,2709,149
458,R458,2923,57
459,R459,3188,169
460,R460,2939,61
461,R461,3150,0
462,R462,3286,295
463,R463,2759,157
464,R464,3233,189
465,R465,2436,209
466,R466,2884,52
467,R467,3218,106
468,R468,3122,331
469,R469,2535,222
470,R470,2456,330
471,R471,3021,31
472,R472,3212,34
473,R473,3185,185
474,R474,3165,277
475,R475,3196,202
476,R476,3314,261
477,R477,3273,18
478,R478,2954,313
479,R479,3623,38
480,R480,3139,152
481,R481,2799,31
482,R482,2020,93
483,R483,3060,184
484,R484,3244,62
485,R485,3239,315
486,R486,2851,84
487,R487,3059,281
488,R488,3288,195
489,R489,2881,322
490,R490,3075,31
491,R491,3014,109
492,R492,2974,130
493,R493,3070,305
494,R494,2863,45
495,R495,3182,179
496,R496,3371,337
497,R497,3186,101
498,R498,2680,16
499,R499,2073,279
500,R500,2969,38
501,R501,3016,27
502,R502,3035,32
503,R503,2848,104
504,R504,3190,202
505,R505,3163,354
506,R506,2805,298
507,R507,3155,186
508,R508,2685,112
509,R509,3191,135
510,R510,3120,305
511,R511,3017,36
512,R512,3078,240
513,R513,3270,0
514,R514,3182,228
515,R515,2902,126
516,R516,2776,162
517,R517,3267,9
518,R518,3174,195
519,R519,2384,304
520,R520,3005,83
521,R521,3145,0
522,R522,3264,328
523,R523,2998,159
524,R524,2859,20
525,R525,2807,22
526,R526,2950,56
527,R527,3291,16
528,R528,2913,334
529,R529,3262,279
530,R530,3041,15
531,R531,3198,333
532,R532,3047,357
533,R533,2921,47
534,R534,3027,261
535,R535,3139,149
536,R536,2876,56
537,R537,2886,33
538,R538,2915,216
539,R539,3115,257
540,R540,3243,80
541,R541,2898,6
542,R542,2870,167
543,R543,3077,19
544,R544,3347,341
545,R545,2881,298
546,R546,2797,337
547,R547,3069,35
548,R548,2935,355
549,R549,2702,45
550,R550,3043,97
551,R551,3081,69
552,R552,2703,33
553,R553,3271,333
554,R554,3220,66
555,R555,2854,49
556,R556,3302,296
557,R557,3194,34
558,R558,2863,25
559,R559,3034,25
560,R560,2834,342
561,R561,2858,108
562,R562,2956,259
563,R563,2930,113
564,R564,2534,142
565,R565,2652,59
566,R566,2586,109
567,R567,3257,328
568,R568,2812,46
569,R569,2879,331
570,R570,3142,79
571,R571,3137,39
572,R572,2285,77
573,R573,2530,46
574,R574,2991,107
575,R575,2972,97
576,R576,3168,138
577,R577,2791,86
578,R578,3118,73
579,R579,2959,298
580,R580,3123,164
581,R581,3214,14
582,R582,3035,107
583,R583,2662,320
584,R584,3209,16
585,R585,3365,258
586,R586,2642,131
587,R587,3132,10
588,R588,2456,336
589,R589,2844,286
590,R590,3063,12
591,R591,3317,115
592,R592,3004,28
593,R593,2983,67
594,R594,2932,256
595,R595,2985,42
596,R596,3110,67
597,R597,3372,47
598,R598,2918,212
599,R599,3091,20
600,R600,2865,9
601,R601,3146,305
602,R602,3255,177
603,R603,3178,50
604,R604,3141,314
605,R605,3072,72
606,R606,3137,172
607,R607,2828,342
608,R608,3045,219
609,R609,2910,73
610,R610,3211,261
611,R611,2021,115
612,R612,3101,293
613,R613,3095,339
614,R614,3263,113
615,R615,2841,58
616,R616,2988,155
617,R617,3041,116
618,R618,2858,325
619,R619,2862,52
620,R620,2781,147
621,R621,2955,99
622,R622,2832,53
623,R623,2937,246
624,R624,2907,76
625,R625,3188,104
626,R626,3263,89
627,R627,2969,36
628,R628,3408,352
629,R629,3182,259
630,R630,2617,10
631,R631,3049,301
632,R632,3131,22
633,R633,3309,122
634,R634,2955,46
635,R635,2906,27
636,R636,3128,147
637,R637,3008,74
638,R638,3102,261
639,R639,2682,29
640,R640,3319,346
641,R641,3278,349
642,R642,3421,81
643,R643,2908,103
644,R644,2602,270
645,R645,3224,343
646,R646,3220,45
647,R647,2616,351
648,R648,3211,73
649,R649,3050,325
650,R650,2939,45
651,R651,2880,117
652,R652,2958,335
653,R653,3025,347
654,R654,2381,281
655,R655,3316,217
656,R656,2883,311
657,R657,2619,310
658,R658,3234,84
659,R659,3261,243
660,R660,3160,123
661,R661,2890,19
662,R662,2396,319
663,R663,3321,286
664,R664,2916,342
665,R665,3320,189
666,R666,3190,15
667,R667,3089,81
668,R668,3143,181
669,R669,3020,45
670,R670,2357,281
671,R671,2969,261
672,R672,2979,24
673,R673,2410,57
674,R674,3133,55
675,R675,3179,316
676,R676,3109,47
677,R677,3454,155
678,R678,3318,112
679,R679,2714,54
680,R680,2675,94
681,R681,2953,59
682,R682,2820,106
683,R683,3172,17
684,R684,2297,334
685,R685,2963,281
686,R686,3277,255
687,R687,3042,264
688,R688,2714,55
689,R689,3152,112
690,R690,2820,99
691,R691,3350,104
692,R692,3107,119
693,R693,2642,138
694,R694,2831,314
695,R695,2754,132
696,R696,2963,147
697,R697,3359,87
698,R698,2945,243
699,R699,2981,171
700,R700,2833,232
701,R701,2944,54
702,R702,3097,224
703,R703,3017,90
704,R704,2875,328
705,R705,3042,152
706,R706,3400,127
707,R707,2718,89
708,R708,3251,345
709,R709,3168,67
710,R710,2985,84
711,R711,2516,109
712,R712,2936,249
713,R713,3170,88
714,R714,2922,99
715,R715,2974,220
716,R716,3323,56
717,R717,3287,158
718,R718,2954,8
719,R719,2537,193
720,R720,3055,264
721,R721,3228,163
722,R722,3146,131
723,R723,3251,147
724,R724,2948,230
725,R725,2698,140
726,R726,2626,225
727,R727,2816,135
728,R728,3211,159
729,R729,2828,222
730,R730,2818,222
731,R731,2794,114
732,R732,2699,99
733,R733,2679,35
734,R734,2778,216
735,R735,3050,35
736,R736,3080,19
737,R737,3114,182
738,R738,3109,304
739,R739,3044,49
740,R740,3167,239
741,R741,3339,82
742,R742,3268,148
743,R743,3260,217
744,R744,2570,192
745,R745,3306,43
746,R746,2936,83
747,R747,3138,102
748,R748,2965,335
749,R749,3150,239
750,R750,3209,341
751,R751,3158,306
752,R752,3217,207
753,R753,2797,46
754,R754,2985,71
755,R755,3259,51
756,R756,2937,288
757,R757,3245,70
758,R758,3022,77
759,R759,2267,118
760,R760,3307,32
761,R761,2539,213
762,R762,2992,187
763,R763,2637,358
764,R764,3047,130
765,R765,3409,321
766,R766,2932,343
767,R767,2796,8
768,R768,3131,13
769,R769,2975,20
770,R770,2609,338
771,R771,2705,16
772,R772,3149,13
773,R773,2253,191
774,R774,3091,238
775,R775,2669,187
776,R776,2988,197
777,R777,3049,85
778,R778,3143,168
779,R779,3167,48
780,R780,3172,17
781,R781,3096,301
782,R782,2875,47
783,R783,3008,64
784,R784,2373,235
785,R785,2821,97
786,R786,3163,201
787,R787,2988,342
788,R788,3111,5
789,R789,3035,187
790,R790,2127,251
791,R791,2950,64
792,R792,2817,353
793,R793,3041,23
