id,label,Elevation,Aspect
1,R1,3165,315
2,R2,3103,24
3,R3,3375,89
4,R4,3008,323
5,R5,3251,246
6,R6,2749,55
7,R7,2893,294
8,R8,2382,107
9,R9,3196,122
10,R10,2823,167
11,R11,2965,45
12,R12,2764,324
13,R13,2957,122
14,R14,3169,75
15,R15,3248,182
16,R16,3204,159
17,R17,2862,287
18,R18,3110,49
19,R19,3151,25
20,R20,3171,151
21,R21,3073,66
22,R22,3314,193
23,R23,3178,348
24,R24,3221,85
25,R25,2672,153
26,R26,3237,141
27,R27,3130,231
28,R28,2275,317
29,R29,2147,320
30,R30,2878,60
31,R31,2951,139
32,R32,3165,167
33,R33,2985,184
34,R34,3185,249
35,R35,2882,328
36,R36,3050,45
37,R37,3025,95
38,R38,3019,258
39,R39,3029,59
40,R40,2834,268
41,R41,2913,286
42,R42,3030,24
43,R43,2862,62
44,R44,3247,130
45,R45,3073,157
46,R46,3371,201
47,R47,2797,8
48,R48,3157,10
49,R49,3066,320
50,R50,3150,6
51,R51,3279,333
52,R52,3250,328
53,R53,3195,16
54,R54,3080,96
55,R55,2964,201
56,R56,3165,55
57,R57,2730,45
58,R58,2734,228
59,R59,2645,40
60,R60,3201,38
61,R61,3285,93
62,R62,2762,25
63,R63,2911,95
64,R64,3376,97
65,R65,2450,152
66,R66,3667,91
67,R67,2817,60
68,R68,3274,53
69,R69,3027,74
70,R70,2711,357
71,R71,2859,52
72,R72,2552,11
73,R73,3351,99
74,R74,2613,113
75,R75,3102,277
76,R76,3163,285
77,R77,3005,41
78,R78,2615,199
79,R79,3195,289
80,R80,3103,135
81,R81,3080,66
82,R82,2638,358
83,R83,2900,117
84,R84,3196,117
85,R85,2759,336
86,R86,2880,240
87,R87,3057,158
88,R88,3193,85
89,R89,2899,187
90,R90,3230,189
91,R91,3064,74
92,R92,3117,93
93,R93,3198,84
94,R94,3394,62
95,R95,2998,87
96,R96,3327,344
97,R97,2958,128
98,R98,3201,153
99,R99,2929,309
100,R100,3189,293
101,R101,2778,346
102,R102,3299,81
103,R103,2903,32
104,R104,2570,346
105,R105,3265,267
106,R106,2891,239
107,R107,3152,332
108,R108,2728,37
109,R109,3209,31
110,R110,3102,132
111,R111,2975,260
112,R112,3123,284
113,R113,3319,143
114,R114,3157,345
115,R115,3013,107
116,R116,2503,55
117,R117,3321,331
118,R118,3273,18
119,R119,3363,249
120,R120,3065,36
121,R121,3176,34
122,R122,3184,103
123,R123,2951,232
124,R124,2551,68
125,R125,3288,330
126,R126,3290,321
127,R127,3064,61
128,R128,3063,120
129,R129,3009,79
130,R130,3185,6
131,R131,3372,31
132,R132,3353,230
133,R133,3283,72
134,R134,2459,102
135,R135,3235,337
136,R136,2922,47
137,R137,3293,329
138,R138,3373,178
139,R139,3251,50
140,R140,3080,297
141,R141,2817,6
142,R142,2915,321
143,R143,2835,278
144,R144,3380,294
145,R145,2945,23
146,R146,2932,225
147,R147,3357,297
148,R148,2722,8
149,R149,2781,85
150,R150,2981,330
151,R151,2833,113
152,R152,2814,138
153,R153,3223,116
154,R154,2732,333
155,R155,3209,68
156,R156,3262,204
157,R157,3132,76
158,R158,2835,114
159,R159,3117,288
160,R160,3236,269
161,R161,3093,135
162,R162,2968,111
163,R163,3230,84
164,R164,2703,48
165,R165,2333,310
166,R166,2211,55
167,R167,3565,62
168,R168,2980,2
169,R169,3067,81
170,R170,3180,53
171,R171,3001,115
172,R172,2929,238
173,R173,2884,150
174,R174,3001,186
175,R175,3494,100
176,R176,3446,194
177,R177,3212,11
178,R178,3363,71
179,R179,3067,354
180,R180,3215,257
181,R181,2460,22
182,R182,3015,79
183,R183,3280,311
184,R184,2510,116
185,R185,2563,324
186,R186,2901,24
187,R187,3071,148
188,R188,3198,261
189,R189,3058,29
190,R190,2984,288
191,R191,3020,95
192,R192,2971,322
193,R193,3055,11
194,R194,2796,351
195,R195,3222,285
196,R196,3073,139
197,R197,3167,137
198,R198,2476,317
199,R199,3427,101
200,R200,3222,351
201,R201,2822,65
202,R202,3233,26
203,R203,3251,252
204,R204,3150,216
205,R205,3136,329
206,R206,3200,199
207,R207,3273,69
208,R208,3092,82
209,R209,2846,228
210,R210,2503,279
211,R211,3021,135
212,R212,3095,331
213,R213,3149,158
214,R214,3291,343
215,R215,2881,346
216,R216,3124,193
217,R217,2629,343
218,R218,3068,166
219,R219,3176,28
220,R220,2798,334
221,R221,2294,130
222,R222,3405,102
223,R223,2604,61
224,R224,2564,78
225,R225,2918,205
226,R226,3212,293
227,R227,2539,25
228,R228,2843,47
229,R229,2884,109
230,R230,2938,114
231,R231,3131,153
232,R232,3116,85
233,R233,3089,316
234,R234,2696,354
235,R235,2932,34
236,R236,2975,99
237,R237,3176,55
238,R238,3313,77
239,R239,3193,58
240,R240,2727,332
241,R241,3203,63
242,R242,2508,305
243,R243,2642,336
244,R244,3158,72
245,R245,2980,11
246,R246,2645,51
247,R247,3330,211
248,R248,2888,88
249,R249,2903,121
250,R250,2669,230
251,R251,2416,102
252,R252,3274,90
253,R253,3126,337
254,R254,3343,100
255,R255,2595,317
256,R256,2906,70
257,R257,2599,331
258,R258,2947,43
259,R259,3044,0
260,R260,3221,149
261,R261,2651,83
262,R262,3011,73
263,R263,3217,141
264,R264,2265,336
265,R265,3194,108
266,R266,2801,341
267,R267,3260,352
268,R268,2739,346
269,R269,3321,24
270,R270,2984,193
271,R271,3215,38
272,R272,2882,149
273,R273,3120,273
274,R274,3212,45
275,R275,3184,61
276,R276,2913,258
277,R277,2846,159
278,R278,2978,14
279,R279,2650,11
280,R280,3202,52
281,R281,3175,25
282,R282,2782,144
283,R283,3233,271
284,R284,3057,354
285,R285,3212,65
286,R286,3188,168
287,R287,3316,340
288,R288,3220,171
289,R289,2525,33
290,R290,3127,161
291,R291,2370,66
292,R292,2995,349
293,R293,2590,18
294,R294,3191,191
295,R295,3184,95
296,R296,2889,147
297,R297,3290,225
298,R298,2862,63
299,R299,2805,34
300,R300,3046,51
301,R301,2919,168
302,R302,2913,151
303,R303,2932,87
304,R304,3219,109
305,R305,2567,74
306,R306,2849,293
307,R307,2405,295
308,R308,2518,206
309,R309,2972,169
310,R310,2997,331
311,R311,3174,335
312,R312,2819,206
313,R313,3018,42
314,R314,2173,298
315,R315,3131,22
316,R316,3424,275
317,R317,3090,180
318,R318,3170,88
319,R319,3127,264
320,R320,3404,143
321,R321,2895,270
322,R322,3147,265
323,R323,2824,22
324,R324,3077,29
325,R325,2389,340
326,R326,2956,137
327,R327,2993,39
328,R328,3399,291
329,R329,3477,313
330,R330,2203,155
331,R331,3031,211
332,R332,3191,322
333,R333,3017,58
334,R334,3156,113
335,R335,3044,298
336,R336,2509,141
337,R337,3109,42
338,R338,2705,45
339,R339,3319,82
340,R340,2581,36
341,R341,2826,346
342,R342,3458,6
343,R343,2300,103
344,R344,3165,12
345,R345,2710,336
346,R346,2891,313
347,R347,2496,128
348,R348,2794,345
349,R349,2880,146
350,R350,2902,329
351,R351,2672,115
352,R352,3311,56
353,R353,3054,142
354,R354,3193,108
355,R355,3133,102
356,R356,3060,208
357,R357,3151,61
358,R358,2829,196
359,R359,3346,300
360,R360,3163,20
361,R361,3291,126
362,R362,3161,315
363,R363,2892,175
364,R364,2774,133
365,R365,3218,279
366,R366,3364,271
367,R367,3309,194
368,R368,2989,19
369,R369,2654,345
370,R370,3164,133
371,R371,2909,107
372,R372,2841,2
373,R373,2838,3
374,R374,2928,68
375,R375,2962,0
376,R376,2790,188
377,R377,2950,156
378,R378,2473,30
379,R379,3305,5
380,R380,2539,90
381,R381,2889,195
382,R382,3212,194
383,R383,2827,265
384,R384,3232,141
385,R385,2781,15
386,R386,1893,7
387,R387,2904,128
388,R388,3268,0
389,R389,3174,342
390,R390,3077,159
391,R391,2951,116
392,R392,2391,99
393,R393,3335,302
394,R394,3356,298
395,R395,3049,39
396,R396,2948,45
397,R397,3301,315
398,R398,2982,358
399,R399,2962,176
400,R400,3198,351
401,R401,3159,262
402,R402,2562,357
403,R403,2757,299
404,R404,2726,323
405,R405,3090,4
406,R406,3146,141
407,R407,2939,82
408,R408,2247,121
409,R409,3069,5
410,R410,2791,72
411,R411,2795,58
412,R412,2857,87
413,R413,2948,23
414,R414,2951,358
415,R415,2905,205
416,R416,3035,139
417,R417,3309,85
418,R418,2684,306
419,R419,2665,25
420,R420,2843,64
421,R421,3132,19
422,R422,3094,109
423,R423,3075,81
424,R424,3197,144
425,R425,3034,330
426,R426,2970,90
427,R427,2431,119
428,R428,3022,139
429,R429,2971,54
430,R430,2528,34
431,R431,2463,313
432,R432,2856,275
433,R433,2944,337
434,R434,3293,331
435,R435,3194,45
436,R436,3258,347
437,R437,2916,37
438,R438,2970,336
439,R439,2518,114
440,R440,3008,281
441,R441,2255,66
442,R442,3001,34
443,R443,2959,61
444,R444,2552,215
445,R445,3231,29
446,R446,3067,202
447,R447,2772,186
448,R448,2938,152
449,R449,3029,339
450,R450,2903,245
451,R451,2281,359
452,R452,3091,116
453,R453,3108,296
454,R454,3002,231
455,R455,2846,24
456,R456,3163,249
457,R457,3224,68
458,R458,3405,190
459,R459,3168,106
460,R460,2511,153
461,R461,2923,341
462,R462,2905,346
463,R463,2957,44
464,R464,2992,193
465,R465,2741,56
466,R466,3142,38
467,R467,3032,32
468,R468,2778,185
469,R469,3027,173
470,R470,3261,102
471,R471,3106,343
472,R472,2293,300
473,R473,3292,333
474,R474,2808,227
475,R475,2872,328
476,R476,3067,73
477,R477,2194,123
478,R478,2899,348
479,R479,3073,95
480,R480,2281,113
481,R481,3109,290
482,R482,2695,69
483,R483,3038,172
484,R484,3369,344
485,R485,3103,155
486,R486,3250,349
487,R487,3121,87
488,R488,2804,119
489,R489,2416,194
490,R490,2813,101
491,R491,3042,336
492,R492,2892,73
493,R493,3122,319
494,R494,3157,353
495,R495,2811,312
496,R496,2985,66
497,R497,3019,58
498,R498,2939,76
499,R499,2546,345
500,R500,3065,18
501,R501,2706,135
502,R502,3310,6
503,R503,2315,357
504,R504,2378,308
505,R505,2868,95
506,R506,3212,336
507,R507,2756,117
508,R508,3155,93
509,R509,3172,0
510,R510,3237,166
511,R511,2693,12
512,R512,2280,97
513,R513,3046,50
514,R514,2632,62
515,R515,3060,54
516,R516,3220,90
517,R517,3343,225
518,R518,3025,194
519,R519,3137,200
520,R520,2958,154
521,R521,2751,13
522,R522,2646,91
523,R523,3010,5
524,R524,3399,247
525,R525,2386,322
526,R526,2704,156
527,R527,2990,187
528,R528,3221,45
529,R529,2613,55
530,R530,3165,57
531,R531,2806,320
532,R532,3176,286
533,R533,2300,26
534,R534,3135,38
535,R535,2831,36
536,R536,3175,79
537,R537,3094,351
538,R538,2965,225
539,R539,2048,142
540,R540,2721,246
541,R541,2754,55
542,R542,2056,13
543,R543,2972,196
544,R544,2822,103
545,R545,2941,216
546,R546,3104,16
547,R547,3239,318
548,R548,3067,237
549,R549,3097,270
550,R550,3130,2
551,R551,3219,63
552,R552,2961,227
553,R553,3115,335
554,R554,3108,110
555,R555,2639,168
556,R556,3158,167
557,R557,2649,201
558,R558,2441,285
559,R559,3045,110
560,R560,2660,335
561,R561,3295,359
562,R562,3195,216
563,R563,3217,141
564,R564,3227,250
565,R565,2801,351
566,R566,3259,96
567,R567,2841,151
568,R568,3056,110
569,R569,3354,102
570,R570,3280,106
571,R571,3224,58
572,R572,2803,195
573,R573,2732,74
574,R574,2700,90
575,R575,3039,225
576,R576,3065,31
577,R577,3296,61
578,R578,3026,158
579,R579,3200,207
580,R580,2793,92
581,R581,3341,345
582,R582,2791,126
583,R583,3224,8
584,R584,3034,225
585,R585,2925,34
586,R586,3118,129
587,R587,3280,46
588,R588,3327,321
589,R589,3001,28
590,R590,2805,233
591,R591,2839,229
592,R592,2777,34
593,R593,2893,318
594,R594,2917,143
595,R595,2355,30
596,R596,2991,258
597,R597,2909,318
598,R598,3027,301
599,R599,2823,148
600,R600,3224,84
601,R601,3301,355
602,R602,3043,79
603,R603,2327,314
604,R604,2975,354
605,R605,3269,192
606,R606,3024,71
607,R607,2975,327
608,R608,3263,265
609,R609,3075,259
610,R610,3190,273
611,R611,2463,283
612,R612,2967,335
613,R613,3047,52
614,R614,2590,208
615,R615,3217,180
616,R616,2979,298
617,R617,3391,128
618,R618,3165,183
619,R619,2930,118
620,R620,3137,332
621,R621,2167,294
622,R622,3201,333
623,R623,3303,175
624,R624,3025,320
625,R625,2742,51
626,R626,2993,246
627,R627,2976,266
628,R628,3112,321
629,R629,3264,147
630,R630,2978,200
631,R631,2941,12
632,R632,3148,90
633,R633,3102,3
634,R634,2918,212
635,R635,2565,182
636,R636,3090,191
637,R637,2924,2
638,R638,3323,139
639,R639,2720,140
640,R640,3235,264
641,R641,3296,336
642,R642,2138,23
643,R643,3118,163
644,R644,3083,20
645,R645,3003,66
646,R646,3072,41
647,R647,2557,351
648,R648,3310,351
649,R649,2802,62
650,R650,3392,205
651,R651,3305,90
652,R652,3282,29
653,R653,3163,49
654,R654,3266,65
655,R655,3198,308
656,R656,2894,91
657,R657,2664,69
658,R658,2075,303
659,R659,2745,342
660,R660,2985,182
661,R661,2998,41
662,R662,3140,168
663,R663,3063,313
664,R664,3375,42
665,R665,2979,27
666,R666,3326,283
667,R667,3094,169
668,R668,3377,25
669,R669,2794,177
670,R670,3273,202
671,R671,2992,95
672,R672,3049,42
673,R673,2821,92
674,R674,3219,210
675,R675,3066,183
676,R676,2266,64
677,R677,3098,167
678,R678,3126,178
679,R679,3212,72
680,R680,2994,36
681,R681,2952,77
682,R682,3259,56
683,R683,3166,0
684,R684,3164,63
685,R685,3178,308
686,R686,3012,172
687,R687,3244,23
688,R688,2957,118
689,R689,3205,61
690,R690,3036,104
691,R691,3315,260
692,R692,3008,57
693,R693,3291,199
694,R694,3067,256
695,R695,3173,323
696,R696,3458,180
697,R697,3099,34
698,R698,2819,75
699,R699,3346,261
700,R700,2406,0
701,R701,3244,222
702,R702,3011,98
703,R703,3014,289
704,R704,2939,342
705,R705,2885,288
706,R706,3105,54
707,R707,2550,172
708,R708,2754,113
709,R709,3101,303
710,R710,3071,359
711,R711,3031,43
712,R712,3142,25
713,R713,2349,298
714,R714,3419,43
715,R715,3149,237
716,R716,2814,49
717,R717,2809,1
718,R718,3336,129
719,R719,2910,87
720,R720,2799,16
721,R721,3315,270
722,R722,3325,43
723,R723,3279,305
724,R724,3047,79
725,R725,2707,336
726,R726,3270,155
727,R727,3311,321
728,R728,2295,65
729,R729,3079,45
730,R730,2962,221
731,R731,2216,73
732,R732,3235,312
733,R733,2840,23
734,R734,3054,261
735,R735,3109,200
736,R736,2902,64
737,R737,2945,187
738,R738,2991,29
739,R739,3229,33
740,R740,2621,162
741,R741,3165,121
742,R742,2999,0
743,R743,3232,37
744,R744,3238,22
745,R745,2717,47
746,R746,2991,51
747,R747,3188,22
748,R748,3186,93
749,R749,2073,312
750,R750,2792,3
751,R751,2864,337
752,R752,3220,252
753,R753,3169,71
754,R754,3291,213
755,R755,3036,8
756,R756,3045,355
757,R757,3162,125
758,R758,3013,31
759,R759,2352,328
760,R760,2464,172
761,R761,3025,346
762,R762,3033,5
763,R763,2085,99
764,R764,2882,168
765,R765,2713,233
766,R766,3025,338
767,R767,2808,43
768,R768,3198,70
769,R769,2534,51
770,R770,2994,27
771,R771,2469,119
772,R772,2988,50
773,R773,3131,323
774,R774,2883,45
775,R775,3054,342
776,R776,3111,279
777,R777,2991,45
778,R778,2968,31
779,R779,3019,232
780,R780,3249,81
781,R781,3185,129
782,R782,3078,63
783,R783,3126,68
784,R784,2841,108
785,R785,3086,83
786,R786,3051,136
787,R787,3308,73
788,R788,2959,236
789,R789,2991,324
790,R790,2811,119
791,R791,3084,65
792,R792,2810,18
793,R793,2982,350
794,R794,3067,303
795,R795,3082,260
796,R796,3191,162
797,R797,2965,31
798,R798,3208,56
799,R799,3304,203
800,R800,2879,33
801,R801,3178,14
802,R802,2853,113
803,R803,2796,217
804,R804,3051,68
805,R805,3182,249
806,R806,2970,1
807,R807,3062,101
808,R808,2922,90
809,R809,2782,9
810,R810,2998,37
811,R811,2757,58
812,R812,3084,335
813,R813,3163,252
814,R814,2746,82
815,R815,2703,173
816,R816,2791,148
817,R817,2953,56
818,R818,2896,3
819,R819,3122,318
820,R820,3130,88
821,R821,3401,160
822,R822,2941,53
823,R823,3457,72
824,R824,2900,12
825,R825,2416,14
826,R826,3108,324
827,R827,2963,327
828,R828,3259,33
829,R829,3185,138
830,R830,3037,69
831,R831,3174,214
832,R832,3139,118
833,R833,2712,231
834,R834,3217,347
835,R835,2988,85
836,R836,3331,292
837,R837,3350,148
838,R838,3227,114
839,R839,3234,335
840,R840,3188,145
841,R841,3240,73
842,R842,2946,342
843,R843,3043,313
844,R844,3185,279
845,R845,2797,99
846,R846,2642,122
847,R847,3001,44
848,R848,2508,99
849,R849,2903,211
850,R850,2796,84
851,R851,2332,330
852,R852,2877,32
853,R853,2972,148
854,R854,3289,275
855,R855,3292,259
856,R856,3169,275
857,R857,2603,68
858,R858,2971,104
859,R859,2975,109
860,R860,3286,11
861,R861,3183,92
862,R862,3370,235
863,R863,2159,52
864,R864,3028,29
865,R865,2880,100
866,R866,3321,142
867,R867,2644,108
868,R868,2968,94
869,R869,2775,72
870,R870,3133,131
871,R871,2646,55
872,R872,2798,101
873,R873,3221,49
874,R874,2952,139
875,R875,3247,53
876,R876,3186,69
877,R877,3067,62
878,R878,3322,358
879,R879,2780,112
