id,label,Elevation,Aspect
1,R1,68,46
2,R2,75,25
3,R3,10,22
4,R4,51,25
5,R5,54,61
6,R6,71,32
7,R7,66,61
8,R8,48,53
9,R9,2,21
10,R10,45,20
11,R11,7,76
12,R12,13,43
13,R13,63,65
14,R14,64,52
15,R15,36,37
16,R16,20,60
17,R17,15,69
18,R18,84,95
19,R19,23,59
20,R20,32,15
21,R21,75,94
22,R22,36,91
23,R23,34,22
24,R24,15,63
25,R25,24,31
26,R26,74,52
27,R27,81,100
28,R28,71,46
29,R29,66,34
30,R30,69,61
31,R31,11,9
32,R32,64,27
33,R33,67,81
34,R34,71,41
35,R35,93,55
36,R36,93,84
37,R37,93,7
38,R38,78,72
39,R39,59,50
40,R40,33,89
41,R41,91,51
42,R42,55,26
43,R43,49,22
44,R44,90,55
45,R45,55,33
46,R46,63,98
47,R47,18,47
48,R48,32,89
49,R49,71,31
50,R50,76,40
51,R51,80,79
52,R52,97,52
53,R53,79,87
54,R54,90,20
55,R55,56,69
56,R56,63,59
57,R57,98,77
58,R58,14,54
59,R59,71,73
60,R60,67,51
61,R61,9,83
62,R62,40,9
63,R63,12,34
64,R64,22,79
65,R65,25,69
66,R66,20,25
67,R67,66,36
68,R68,29,60
69,R69,62,5
70,R70,45,79
71,R71,32,82
72,R72,33,50
73,R73,90,47
74,R74,61,85
75,R75,40,44
76,R76,1,60
77,R77,69,62
78,R78,39,1
79,R79,7,75
80,R80,8,9
81,R81,49,66
82,R82,76,63
83,R83,16,16
84,R84,15,45
85,R85,32,18
86,R86,24,86
87,R87,52,83
88,R88,27,87
89,R89,52,57
90,R90,44,18
91,R91,58,91
92,R92,45,9
93,R93,92,23
94,R94,7,17
95,R95,4,60
96,R96,34,85
97,R97,79,61
98,R98,28,84
99,R99,5,80
100,R100,26,42
101,R101,95,8
102,R102,42,42
103,R103,13,5
104,R104,31,10
105,R105,79,82
106,R106,87,96
107,R107,30,61
108,R108,41,59
109,R109,20,15
110,R110,32,83
111,R111,27,22
112,R112,27,1
113,R113,44,68
114,R114,35,27
115,R115,59,2
116,R116,83,47
117,R117,29,25
118,R118,2,17
119,R119,66,58
120,R120,77,26
121,R121,40,71
122,R122,51,81
123,R123,34,48
124,R124,26,55
125,R125,25,1
126,R126,84,9
127,R127,82,20
128,R128,88,45
129,R129,26,83
130,R130,85,47
131,R131,46,44
132,R132,9,78
133,R133,91,6
134,R134,38,57
135,R135,42,90
136,R136,38,93
137,R137,21,4
138,R138,75,74
139,R139,10,37
140,R140,66,71
141,R141,6,43
142,R142,38,93
143,R143,58,47
144,R144,57,7
145,R145,30,75
146,R146,71,75
147,R147,16,21
148,R148,28,62
149,R149,36,21
150,R150,39,96
151,R151,71,52
152,R152,92,99
153,R153,22,38
154,R154,71,30
155,R155,84,86
156,R156,28,43
157,R157,42,12
158,R158,36,34
159,R159,94,14
160,R160,24,21
161,R161,85,26
162,R162,83,92
163,R163,59,7
164,R164,12,23
165,R165,26,71
166,R166,68,20
167,R167,57,90
168,R168,3,29
169,R169,15,47
170,R170,73,7
171,R171,88,17
172,R172,6,6
173,R173,36,91
174,R174,67,3
175,R175,21,20
176,R176,8,99
177,R177,68,9
178,R178,1,93
179,R179,61,4
180,R180,38,11
181,R181,86,2
182,R182,3,42
183,R183,54,93
184,R184,16,40
185,R185,1,45
186,R186,71,87
187,R187,9,38
188,R188,38,9
189,R189,76,33
190,R190,78,94
191,R191,96,78
192,R192,10,34
193,R193,2,87
194,R194,35,10
195,R195,6,13
196,R196,35,56
197,R197,50,39
198,R198,12,88
199,R199,12,68
200,R200,58,59
